SETOR,LOCALIZAÇÃO,CÓDIGO,DESCRIÇÃO,QTD,ALMOXARIFADO
AL08 - PROJETOS,,226131,"CORRENTE PASSO 38,1MM EM AÇO P/ SELECIONADOR DE MELÃO (M)",,Central
NÃO EXISTE - NÃO EXISTE,,224576,CORREIA TRANSP. HORIZONTAL C/ TALISCAS U 26.000 X 480mm C/ talisca e borda (Un),,Central
NÃO EXISTE - NÃO EXISTE,,511231,KIT DE REPARO PISTOLA CONVENCIONAL LVLP 1.3 (Un),,Central
AL04 - SER,,134035,"TUBO QDR    40,00 X 4MM (KG)",,Central
NÃO EXISTE - NÃO EXISTE,,504988,GUIA LINEAR HGR25 HIWIN HGR25,,Central
AL08 - PROJETOS,,200437,"MOTORREDUTOR ENGRENAGENS HELICOIDAIS C09 2 1:39,6 NAA 112M 7.5 cv 04 60Hz",,Central
AL04 - SER,,134039,TUBO QDR. INOX AISI 304 40 X 3.00MM (M),,Central
AL04 - SER,,134686,TUBO AÇO INOX ANSI 304,,Central
AL04 - SER,,134040,TUBO QDR. INOX AISI 304 30 X 3.00MM (M),,Central
AL01 - EST,CH,200088,MOTOREDUTOR CÓD. G54240BK00DAW (Un),,Central
AL04 - CHA,,120846,CHAPA 5/16 (7.93) INOX,,Central
AL04 - SER,,134790,TUBO MECANICO 100 X  56  ST,,Central
NÃO EXISTE - NÃO EXISTE,,222120,MOTOR HIDRODINÂMICA SM53A3 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,222064,"CAIXA TRANS. RELAÇÃO TRANS. DE 1:1,35 CÓD. BPN 174 (Un)",,Central
NÃO EXISTE - NÃO EXISTE,,240549,ADAPT. MACHO JIC 3/4 X 1/2 NPT (Un),,Central
AL05 - BORRACHARIA,,218467,PNEU  750X16 10 LONAS (Un),,Central
AL04 - SER,,112264,AÇO RED. INOX 304 DE  1/4 (KG),,Central
NÃO EXISTE - NÃO EXISTE,,222119,BOMBA HIDRODINÂMICA S33BB177 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,504632,"BICO AF 5000 1,2MM REF. 2310542 (Un)",,Central
AL04 - SER,,134044,TUBO QDR. INOX AISI 304 50 X 3.00MM (M),,Central
NÃO EXISTE - NÃO EXISTE,,504718,ASSENTO DE VALVULA MATERIAL AÇO CÓD. 2312179 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,505007,PINHAO TRANSVERSAL SWB P/N 16633 CÓD. 50007085 (Un),,Central
AL01 - EST,CH,200410,GUIA UHMW EST. MÓVEL 6 X 60 X 3000MM,,Central
NÃO EXISTE - NÃO EXISTE,,500608,ADESIVO REMENDO KG (Un),,Central
AL01 - EST,CH,240243,MANG. A/P 3/8x1700MM TERM. RETO/90ºJIC 3/4 (Un),,Central
AL01 - EST,CH,240248,MANG. A/P 3/8x 700MM TERM. RETO/90º JIC 3/4 (Un),,Central
AL04 - SER,,112852,AÇO RED INOX  304  DE  1 (KG),,Central
AL04 - SER,,110000,ACO LAMINADO RED 3.1/2    1020 (KG),,Central
NÃO EXISTE - NÃO EXISTE,,288974,ROLAMENTO REF. 6207 1º LINHA (Un),,Central
AL04 - SER,,134038,TUBO QDR. INOX ANSI 304 40 X 40 X 2.00 (M),,Central
NÃO EXISTE - NÃO EXISTE,,504734,KIT RASPADOR HGW 25 CC (Un),,Central
NÃO EXISTE - NÃO EXISTE,,222118,VALVULA SOLENOIDE 12V P/ROÇADEIRA CÓD. SV10,,Central
AL01 - EST,CH,222154,MOTOR HIDRAULICO ORBITAL OMT 250 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,200348,BOMBA LOBULAR 4 BL4000 (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,534497,BOTAO DE EMERGENCIA EMS70 (Un),,Central
AL04 - SER,,130590,CANTONEIRA   1/8 x 2      1020 (KG),,Central
AL04 - SER,,130634,PERFIL ALUMINIO MACHO GE648 (M),,Central
AL04 - SER,,134491,TUBO SCHEDULLE 40,,Central
AL04 - SER,,134692,TUBO AÇO INOX 304,,Central
AL04 - SER,,112851,AÇO RED INOX  304  DE  3/4 (KG),,Central
AL04 - SER,,134690,TUBO AÇO INOX 316,,Central
AL04 - SER,,134339,TUBO MECANICO  63 X  33  ST,,Central
AL01 - EST,CH,240270,JOELHO 90º MACHO JIC 3/4 X 3/4 FEMEA JIC (Un),,Central
NÃO EXISTE - NÃO EXISTE,,222103,MOTOR HIDRA. REF. TE0130 AS SAE A 2 BOLT 1/2,,Central
AL04 - SER,,134018,TUBO RETANGULAR 180 X 80 X 6.35 X 6000 (KG),,Central
NÃO EXISTE - NÃO EXISTE,,136815,POLIA MOTORA (DIAM MAIOR) R2/3 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,222068,BOMBA HID.,,Central
AL04 - SER,,134687,TUBO AÇO INOX 304,,Central
AL04 - SER,,134024,"TUBO RET  50 X 30 X 1,50 (KG)",,Central
AL04 - SER,,134196,TUBO MECANICO  87 X 66 ST,,Central
NÃO EXISTE - NÃO EXISTE,,505005,BLOCO GUIA LINEAR SAP PLUS SP,,Central
NÃO EXISTE - NÃO EXISTE,,222436,AÇO MT 2 CROMADO SAE 1045 NORMAL (050.80 MM) 530MM (Un),,Central
NÃO EXISTE - NÃO EXISTE,,222097,VALVULA ELÉTRICA PROPORCIONAL SP12,,Central
NÃO EXISTE - NÃO EXISTE,,226087,CORRENTE ROLO RC,,Central
AL04 - SER,,124114,ACO LAMINADO QDR 1.1/2    1045 (KG),,Central
AL04 - SER,,130552,CANTONEIRA   3/16 X 2     1020 (KG),,Central
AL04 - SER,,134134,TUBO MECANICO  36 X  16  ST,,Central
AL04 - SER,,134691,TUBO AÇO INOX 304,,Central
AL04 - SER,,124096,ACO LAMINADO QDR 4        1020 (KG),,Central
NÃO EXISTE - NÃO EXISTE,,200141,COMANDO MANUAL 3P80R 1,,Central
NÃO EXISTE - NÃO EXISTE,,200142,COMANDO MAN. 2P80R1,,Central
AL04 - SER,,134023,"TUBO RET  100 X 50 X 3,00 (KG)",,Central
NÃO EXISTE - NÃO EXISTE,,534375,CABO FLEX 1 KV PT 4 X 6MM (M),,Central
NÃO EXISTE - NÃO EXISTE,,504544,AGULHA ELETRODO VÁLVULA DE MATERIAL (PEEK) REF..2312184 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,504686,REMOVEDOR PASTOSO (KG),,Central
NÃO EXISTE - NÃO EXISTE,,509212,FLUXÔMETRO ARGÔNIO CO2 CÓD. 40020777 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,533852,CAPA DE RASPA P/ TOCHA 35MM 20MTS CÓD.BO736 (M),,Central
NÃO EXISTE - NÃO EXISTE,,505004,GUIA LINEAR SAP PLUS SP,,Central
NÃO EXISTE - NÃO EXISTE,,504990,RASPADOR P/ GUIA LINEAR 25MM HIWIN P/NH CÓD. 20018908 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,540014,LAMP SEC OUROLUX INFRA,,Central
AL01 - GAV,GT12,534558,JANELA DE PROTEÇÃO SUPERIOR JFY (Un),,Central
AL01 - GAV,G03,534050MEG,ELETRODO SILVERPLUS 130A REF.: 220181 MEGAPLASMA (Un),,Central
AL01 - GAV,G03,533883MEG,BOCAL DE PROTEÇÃO 80A REF.: 220189 MEGAPLASMA (Un),,Central
NÃO EXISTE - NÃO EXISTE,,224577,CORREIA TRANSP. ELEVATÓRIA C/ TALISCAS RETAS 11.000 X 480mm C/ talisca e borda (Un),,Central
NÃO EXISTE - NÃO EXISTE,,240636,KIT DE REPARO (VEDAÇÕES+GUIAS+GAXETAS) CIL TELESC CBH 8T 14 OC 18 OC 19OC (Un),,Central
AL08 - PROJETOS,,200057,MOTOREDUTOR SELEÇÃO AUXILIAR CÓD. M0512403V5DAW1 (Un),,Central
AL08 - PROJETOS,,200304,"MOTORREDUTOR ENGRENAGENS HIBRIDAS GO42 2 1:77,3 BAC 100L 4 cv 04 60Hz",,Central
AL08 - PROJETOS,,200085,MOTOREDUTOR CÓD. M0512602V7DAW (Un),,Central
AL08 - PROJETOS,,200338,MOTORREDUTOR COROA E ROSCA SEM FIM WCR71 1 1:15 PAJ 90S 2 cv 04 60Hz,,Central
AL08 - PROJETOS,,200055,MOTOREDUTOR ESTEIRA DE REFUG CÓD. M0512603V7CAW1 (Un),,Central
AL04 - CHA,,120911,"CHAPA GQ 1/2 (12,7) A36/CIVIL300 (KG)",,Central
AL04 - SER,,130256,CANTONEIRA INOX I,,Central
AL01 - EST,CH,240247,MANG. A/P 3/8x 800MM TERM. RETO/90º JIC 3/4 (Un),,Central
AL01 - EST,CH,240261,UNIÃO MACHO JIC 3/4 X 1 BSP (Un),,Central
AL01 - EST,CH,240263,UNIAO MACHO JIC 7/8 X 1/2 BSP (Un),,Central
AL01 - EST,CH,240301,TERM FEMEA JIC 90 MANG 3/8 X 3/4 (Un),,Central
AL01 - EST,CH,240270,JOELHO 90º MACHO JIC 3/4 X 3/4 FEMEA JIC (Un),,Central
AL01 - EST,CH,240846,JOELHO FG  JIC 7/8 X MACHO JIC 7/8 (Un),,Central
AL01 - EST,CH,240272,UNIAO MACHO JIC 7/8 X 3/4 BSP (Un),,Central
AL01 - EST,CH,240274,ADAPTADOR MACHO JIC 7/8 X 1/2 NPT (Un),,Central
AL01 - EST,CH,240596,UNIÃO MACHO JIC 7/8x7/8 UNF (Un),,Central
AL01 - EST,CH,240260,UNIÃO MACHO JIC 3/4 X 1/2 BSP (Un),,Central
AL01 - EST,CH,240273,UNIAO MACHO JIC 3/4 X 3/4 BSP (Un),,Central
AL01 - EST,CH,240699,UNIAO MACHO JIC 3/4 X 3/4 UNF (Un),,Central
AL01 - EST,CH,240559,COTOVELO UNIAO JIC 3/4 X 3/4 JIC (Un),,Central
AL01 - EST,CH,240565,TEE MACHO IGUAL JIC 7/8 (Un),,Central
AL01 - EST,CH,240567,UNIAO MACHO JIC 3/4 X 7/8 UNF ORING (Un),,Central
AL01 - EST,CH,240444,MANG R2,,Central
AL01 - EST,CH,240248,MANG. A/P 3/8x 700MM TERM. RETO/90º JIC 3/4 (Un),,Central
AL01 - EST,CH,240267,MANG. A/P 5/8 x 200MM TERM. RETO/RETO FEMEA JIC 7/8 (Un),,Central
AL01 - EST,CH,240276,MANG. A/P 5/8 X 900MM TERM. RETO/RETO JIC 7/8 (Un),,Central
AL01 - EST,CH,240289,MANG R2,,Central
AL01 - EST,CH,240290,MANG R2,,Central
AL01 - EST,CH,240419,MANG R2,,Central
AL01 - EST,CH,240279,MANG. A/P 5/8 X 400MM TERM. RETO/90º JIC 7/8 (Un),,Central
AL01 - EST,CH,240233,MANG A/P SAE,,Central
AL01 - EST,CH,240518,MANG R2,,Central
AL01 - EST,CH,240446,MANG R2,,Central
AL01 - EST,CH,240522,MANG R2,,Central
AL01 - EST,CH,240277,MANG. A/P 5/8 X 200MM TERM. RETO/90º JIC 7/8 (Un),,Central
AL01 - EST,CH,240252,MANG. A/P 3/8x 800MM TERM. RETO/RETO JIC 3/4 (Un),,Central
AL01 - EST,CH,240442,MANG R2,,Central
AL01 - EST,CH,240288,MANG. A/P 3/8x 900MM TERM. RETO/RETO JIC 3/4 (Un),,Central
AL04 - SER,,110322,ACO LAMINADO RED 1.3/4    1020 (KG),,Central
AL01 - EST,CH,240215,MANG A/P SAE,,Central
AL01 - EST,PJ06,292029,REDUÇÃO CONCÊNTRICA S/ COSTURA 3.1/2 PARA 2 SCHEDULE 40 (Un),,Central
AL01 - EST,CH,200486,CABO CONTROLE 500V FLEX PT 25 X 1 (M),,Central
AL04 - SER,,199814,AÇO QUAD. TREF. 1020 2 (50.800MM) (KG),,Central
AL01 - EST,CH,200442,"CABO CONTROLE 20 X 1,00MM (M)",,Central
AL04 - SER,,134057,TUBO QDR 100 X 9.50MM (KG),,Central
NÃO EXISTE - NÃO EXISTE,,200389,APOIO DA CORRENTE EM UHMW 11 X 34 X 2790 MM CÓD. DES. 028407A (Un),,Central
AL08 - PROJETOS,,226109,CORRENTE ELO 1/2 GALV. (KG),,Central
AL08 - PROJETOS,,226108,CORRENTE ELO 3/4 GALV. (KG),,Central
AL01 - AM,AM05,200949,PORCA AUTOTRAVANTE 1 1/2 UNF (Un),,Central
NÃO EXISTE - NÃO EXISTE,,350629,SOLVENTE DE ARRASTE FARBEN CÓD. 151.360,,Central
NÃO EXISTE - NÃO EXISTE,,240635,KIT DE REPARO (VEDAÇÕES+GUIAS+GAXETAS) CIL TELESC CBH 6T 10 OC (Un),,Central
AL04 - SER,,134688,TUBO AÇO INOX 304,,Central
NÃO EXISTE - NÃO EXISTE,,200081,MOTOR R FLANGE QUADR. EIXO 25.4MM CÓD.M,,Central
AL04 - SER,,112847,AÇO RED. INOX 304 DE  5/8 (KG),,Central
AL04 - SER,,134050,TUBO QDR 100 X 4.00MM (KG),,Central
AL04 - SER,,112874,ACO RED INOX 304 DE 1.1/2 (KG),,Central
AL04 - SER,,112501,ACO TREF. RED. SAE,,Central
AL04 - SER,,110670,ACO LAMINADO RED 3          1045 (KG),,Central
AL01 - SL1,CH,647317,"SERRA EM FITA P/ MAD. 0,8 X 1.1/4 (M)",,Central
AL04 - SER,,134051,TUBO QDR. INOX AISI 304 30.00MM X 2.00MM (M),,Central
NÃO EXISTE - NÃO EXISTE,,222192,AMORTECEDOR 140KG BAG MPG7 P/ PRODUTO MCF SS RS M23 (Un),,Central
AL04 - CHA,,120900,"CHAPA FF #20   (0,91)     1010 (KG)",,Central
AL04 - SER,,134183,TUBO     4      DIN 2440 (KG),,Central
AL04 - SER,,134133,TUBO MECANICO  32 X  16  ST,,Central
NÃO EXISTE - NÃO EXISTE,,215315,BOMBA KING C8E 5 OCV TRIFASICA (Un),,Central
AL01 - EST,PJ03,200412,DISCO TECNIL 150 X 30MM P/ MÁQ. DE COLHEITA (Un),,Central
NÃO EXISTE - NÃO EXISTE,,501172,CARRO OBR,,Central
AL04 - SER,,134077,TUBO     2           DIN 2440 (KG),,Central
AL04 - SER,,134855,TUBO     1           DIN 2440 (KG),,Central
AL10 - GASES,,801081,NITROGENIO GAS CIL K 10M³ (M3),,Central
AL01 - AM,AM04,218200,CAMARA AR 900X20 (20Z500,,Central
NÃO EXISTE - NÃO EXISTE,,600417,JG CHAVE COMBINADA 6 A 22MM C/ 11 PÇS (Un),,Central
AL04 - SER,,134053,TUBO   3.1/2       DIN 2448/58 (KG),,Central
AL04 - SER,,112850,AÇO RED INOX  304  DE  3/8 (KG),,Central
AL04 - SER,,134887,TUBO RET  150 X 80 X 5MM (KG),,Central
NÃO EXISTE - NÃO EXISTE,,649032,INS 16 ERM AG 60 VP 15 MIT (Un),,Central
AL01 - EST,C02,259363,PARAF SEX INOX  3/8 X 1.1/4 UNC (Un),,Central
AL04 - SER,,112860,AÇO RED INOX  304 DE  1/2 (KG),,Central
NÃO EXISTE - NÃO EXISTE,,200184,FITA ISOLANTE SCOTH,,Central
AL04 - SER,,134021,"TUBO QDR 50,00 X 2,00 (KG)",,Central
AL01 - EST,CH,200468,Chave tripolar 16A (PEQUENA) MCF 16 (Un),,Central
AL01 - GAV,G01,641905,"BROCA CONICA 18,0mm DIN 345 (Un)",,Central
NÃO EXISTE - NÃO EXISTE,,534011,SENSOR INDUTIVO LM18,,Central
NÃO EXISTE - NÃO EXISTE,,504897,ESPIGAO MACHO P/MANGUEIRA 1/4 X 5/16 000.LUB,,Central
NÃO EXISTE - NÃO EXISTE,,350107,ARAME MIG P/ SOLDA INOX,,Central
AL01 - AM,AM05,222116,BARRA ROSC FERRO GALV. 3/4 X 1MT (Un),,Central
NÃO EXISTE - NÃO EXISTE,,599519,ELETRODO DE IGNIÇÃO DUPLO VG1,,Central
AL04 - SER,,134078,TUBO DIN 2440 2 GALV. (KG),,Central
NÃO EXISTE - NÃO EXISTE,,501951,MANGUEIRA TRANC HIDRO,,Central
AL01 - EST,CH,200510,CHAPA ACRILICO 6 X 1000 X 2000 (KG),,Central
AL04 - SER,,110528,ACO LAMINADO RED   3/4    1020 (KG),,Central
AL01 - GAV,G01,648674,BROCA LONGA AR  1/4  HAST.CIL.DIN338 (Un),,Central
AL04 - SER,,112926,ACO INOX   RED 5 (KG),,Central
AL01 - SL2,C05,700447,RADIO WALK TALK COMUNICADOR (Un),,Central
NÃO EXISTE - NÃO EXISTE,,501051,ROLAMENTO 6207,,Central
NÃO EXISTE - NÃO EXISTE,,545128,ACO LAMINADO RED 3.3/4  4340 (KG),,Central
AL04 - CHA,,120558,"CHAPA GQ 5/16 (7,94) A36/CIVIL300 (KG)",,Central
AL04 - CHA,,120017,"CHAPA GQ 3/8 (9,53) A36/CIVIL300 (KG)",,Central
AL02 - GALPÃO,,222149,CAIXA DE TRANSMISSÃO INPEL CT14501,,Central
NÃO EXISTE - NÃO EXISTE,,222443,TUBO TCB 073 X 063 X 05 ST52 BRUN 535MM CÓD. 12416 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,299720,"ADAPTADOR ER RI 1.1/2  2,45 (Un)",,Central
AL01 - EST,C02,212055,ARRUELA LISA INOX,,Central
AL01 - EST,CH,200225,NYLON PVC 210 D AZUL ROYAL (M),,Central
NÃO EXISTE - NÃO EXISTE,,299421,CABO DE ACO GALV. 1/2,,Central
NÃO EXISTE - NÃO EXISTE,,275750,PORCA SX. ESP.  1/2  REF. 52053 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,350991,SILICONE ULTRA 598 BLACK 70GR (Un),,Central
AL01 - SL1,CH,505010,CINTA C/ CATRACA 3 TON 9 MTS 50MM (Un),,Central
AL02 - GALPÃO,,298339,CURVA 90º SCH,,Central
AL01 - EST,CH,34583,ROLO MOTOR [MCF M23] (Un),,Central
AL01 - GAV,G01,641310,BROCA AR 7/32  LONGA  DIN340 (Un),,Central
AL01 - EST,PJ06,209906,ADAPTADOR ESCAMA X ROSCA 4 X 4,,Central
NÃO EXISTE - NÃO EXISTE,,316477,PREGO ARDOX C/ CAB. 2  X 12 (KG),,Central
NÃO EXISTE - NÃO EXISTE,,260708,PRISIONEIRO REF. B,,Central
NÃO EXISTE - NÃO EXISTE,,504876,ESPIGÃO FIXO P/ MANG. ROSCA MACHO 1/4 X 1/4 REF. ARC,,Central
AL01 - AM,AM06,212052,ARRUELA LISA INOX,,Central
AL01 - AM,AM06,212027,ARRUELA LISA INOX 1/4 (Un),,Central
AL01 - AM,AM06,212053,ARRUELA LISA INOX,,Central
AL01 - AM,AM06,212264,ARR. DE PRES. MÉDIA INOX 5/16 (Un),,Central
AL01 - AM,AM06,212265,ARR. DE PRES. MÉDIA INOX 1/2 (Un),,Central
AL01 - AM,AM06,212057,ARRUELA LISA INOX,,Central
AL04 - CHA,,112975,AÇO RED INOX 304  DE  3/4 (KG),,Central
AL04 - SER,,130152,CANTONEIRA   1/8  X 1.1/4 1020 (KG),,Central
NÃO EXISTE - NÃO EXISTE,,200469,Disjuntor Bipolar Corrente Continua 16A (Un),,Central
NÃO EXISTE - NÃO EXISTE,,700314,APOSTILA A4 (Un),,Central
AL01 - AM,AM06,275126,PORCA  SEXT. INOX 5/8 UNC (Un),,Central
AL01 - AM,AM06,275125,PORCA  SEXT. INOX 1/2 UNC (Un),,Central
AL01 - AM,AM06,272140,PORCA SEXT INOX 1/4 UNC (Un),,Central
AL01 - EST,C02,259356,PARAF SEX INOX  1/2 X 1.1/4 UNC (Un),,Central
AL01 - EPI,,702100,LUVA TRICOTADA PRETA PU TAM G MULTITATO CA 29014 (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,501006,ROLAMENTO 32208 1ªL 40X80X24.75MM (Un),,Central
NÃO EXISTE - NÃO EXISTE,,504852,MEMBRANA DIAFRAGMA T,,Central
AL01 - EPI,,700249,CINTO SEGURANÇA 04 PONTOS ARCORAGEM SEM TALABARTE (Un),,Central
AL04 - SER,,112822,AÇO RED INOX  304  DE  1/8 (KG),,Central
NÃO EXISTE - NÃO EXISTE,,274094,PORCA SEX    5/16 A/TR NY UNC (Un),,Central
AL01 - EST,PJ06,35713,PARAFUSO LAMINA METISA [ROCAX1800] (Un),,Central
NÃO EXISTE - NÃO EXISTE,,298878,MACHO  ENG RÁPIDO DE 1/2 (Un),,Central
AL01 - EST,CH,200483,espaguete termo retrátil 1.1/2 (M),,Central
AL01 - SL1,C54,398049,KIT ADESIVO BASICA FA5 METALICA (Un),,Central
AL01 - SL1,C55,398060,KIT ADESIVO BASICA F6 METALICA (Un),,Central
NÃO EXISTE - NÃO EXISTE,,504857,TINTA EPÓXI AMARELO SEG (L),,Central
AL01 - EPI,,700334,CINTO ERGONOMICO (PROT LOMBAR) (Un),,Central
AL01 - EPI,,702052,VALVULA DE INALAÇÃO 3M (Un),,Central
AL01 - EPI,,702065,RESPIRADOR DESCARTÁVEL CARVÃO PFF1 CA448,,Central
AL01 - EPI,,702085,CARNEIRA S/CATRACA P/MASCARA SOLDADOR (Un),,Central
AL01 - EPI,,702038,LENTE ESCURA N 14 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,313125,SKYLACK ENDURECEDOR P/ PU 900ML (L),,Central
NÃO EXISTE - NÃO EXISTE,,599116,PÁ QUADRADA (Un),,Central
AL03 - INFLAMÁVEIS,,313192,TINTA EPOXI AZUL + CATALISADOR KIT (L),,Central
AL04 - SER,,134110,TUBO SCHEDULLE 40,,Central
AL05 - BORRACHARIA,,268410,PNEU RODOV. 650 X16 CT52 6 Pr,,Central
AL05 - BORRACHARIA,,268501,PNEU RODOV. 700X16 CT52 10 Pr,,Central
NÃO EXISTE - NÃO EXISTE,,224398,CORREIA TRANS VM 9/2,,Central
NÃO EXISTE - NÃO EXISTE,,200150,VALVULA RETEN. SIMP. 3/4 PISTAO 80LTS 350 BAR CÓD.08249 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,268407,PNEU 6.00,,Central
NÃO EXISTE - NÃO EXISTE,,240621,BUCHA RED. F/M NPT 1.1/2X1 (Un),,Central
AL01 - EST,PJ06,288205,ROLAMENTO YAR 204,,Central
NÃO EXISTE - NÃO EXISTE,,222439,AÇO MT 40MM CROMADO SAE 1045 NORMAL 594MM CÓD. 7682 (Un),,Central
AL01 - EST,PJ06,236224,ROLAMENTO 20MM P/ MANCAL DE FLANGE OVAL TIPO FL204 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,288207,ROLAMENTO YAR 205,,Central
NÃO EXISTE - NÃO EXISTE,,236218,MANCAL PA 205 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,222122,CABO CAN 1 NODO 5M CÓD. VBK50,,Central
AL08 - PROJETOS,,200153,TUBO PVC RIG. SOLD. 75MM (M),,Central
AL01 - AM,AM07,238408,MOLA PARA APLICADOR TNT (Un),,Central
AL04 - SER,,112834,AÇO RED. INOX 304  DE  5/16 (KG),,Central
AL03 - INFLAMÁVEIS,,313130,DILUENTE P/ EPOXI ALTA ESPES. CÓD.21000073 (L),,Central
NÃO EXISTE - NÃO EXISTE,,232325,OLHAL ARTICULÁVEL SOLDÁVE 8 TON REF. 86WPL8 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,650302,"INS TDT 4.00 E 0,40 TT7220 (Un)",,Central
NÃO EXISTE - NÃO EXISTE,,504864,CONTROLE REMOTO 3 COMANDOS 433MHZ (Un),,Central
AL02 - GALPÃO,,299171,TERM. ENG. RÁPIDO REF. B250 6 ESTRIAS 1.3/8 (Un),,Central
MANUTENÇÃO - MANUTENÇÃO,,501270,ROLAMENTO 6201 ZZ (Un),,Central
AL01 - EST,PJ06,288206,MANCAL APOIO FRM P204 (Un),,Central
NÃO EXISTE - NÃO EXISTE,,501163,TUBEIRA P/ LAVADORA DE ALTA PRESSÃO HD 10/18 MAXI (Un),,Central
NÃO EXISTE - NÃO EXISTE,,650311,INS TDC 4,,Central
AL01 - AM,AM03,534857,BOCAL LEVE SB ME 135 15MM ME,,Central
AL04 - SER,,134088,"TUBO QDR    20,00 X 20,00 X 1,50 (KG)",,Central
AL04 - SER,,124102,ACO LAMINADO QDR 1.1/2    1020 (KG),,Central
AL08 - PROJETOS,,201000,"DISCO GRADE CONCAVO LISO 18,00L 3,00MM 1F (Un)",,Central
AL01 - EST,PJ08,226406,CORRENTE SIMPLES ASA,,Central
AL01 - EST,PJ08,226187,EMENDA SIMPLES P/ CORR. ASA,,Central
NÃO EXISTE - NÃO EXISTE,,240645,REPARO CILINDRO TUTTO 2 ESTAGIO BASC. LATERAL V3565,,Central
NÃO EXISTE - NÃO EXISTE,,292723,SOLENOIDE TIPO CR35 SY17 24Vcc 16.3w. (Un),,Central
AL01 - EST,CH,222207,TOMADA CONECTOR FEMEA 16 PINOS C/ TRAVA (Un),,Central
AL01 - EST,CH,222206,TOMADA CONECTOR MACHO 16 PINOS C/ TRAVA (Un),,Central
NÃO EXISTE - NÃO EXISTE,,240646,FUNDO Ø 126MM X 46MM CILINDRO TUTTO 6 TON V3562,,Central
NÃO EXISTE - NÃO EXISTE,,200058,ASPERSOR NY,,Central
AL01 - EPI,,702029,LUVA MIC 2 EM 1,,Central
AL01 - COR,ECH,226208,CORRENTE ELO 5/16 F. POLIDO (KG),,Central
AL01 - AM,AM06,274186,PORCA SEXT. INOX,,Central
NÃO EXISTE - NÃO EXISTE,,230511,MOLA PROTEÇÃO PVC PRETO 66MM (M),,Central
NÃO EXISTE - NÃO EXISTE,,222441,EMBOLO C/ VED. CN 063 X 027 X 050 CÓD 9379 (Un),,Central
AL01 - EST,PJ06,236222,ROLAMENTO 25MM P/ MANCAL DE APOIO TIPO P205 (Un),,Central
AL01 - EST,PJ07,260332,PARAF SEX   3/4 X 5  UNF ZB (Un),,Central
IMOBILIZADO -,,CADEIRA,CADEIRA EXECUTIVA INJETADA C/ BRAÇO T (Un),,Central
IMOBILIZADO -,,LIXADEIRA,LIXADEIRA PNEUMÁTICA (Un),,Central
AL04 - SER,,134272,TUBO SCHEDULLE 40,,Central
AL04 - SER,,134449,TUBO QDR 100 X 3.00MM (KG),,Central
AL04 - SER,,134049,"TUBO QDR    63,50 X 63,50 X 5,00 (KG)",,Central
AL04 - SER,,134697,"TUBO QDR    60 X 4,00 (KG)",,Central
AL04 - SER,,134181,TUBO     3/4       DIN 2440 (KG),,Central
AL04 - SER,,134455,TUBO QDR    30 X 1.50MM (KG),,Central
AL04 - SER,,134156,TUBO MECANICO  43 X  30  ST,,Central
AL04 - SER,,134510,TUBO SCHEDULLE 40,,Central
AL04 - SER,,134200,TUBO SCHEDULLE 80,,Central
AL04 - SER,,134171,TUBO SCHEDULLE 80,,Central
AL04 - SER,,134447,"TUBO QDR    40 X 4,5MM (KG)",,Central
AL04 - SER,,134048,TUBO QDR. INOX AISI 304 20.00MM X 2.00MM (M),,Central
AL04 - SER,,134693,TUBO AÇO INOX 304,,Central
NÃO EXISTE - NÃO EXISTE,,200248,PLUG UNIVERSAL P/ SOLENOIDE (Un),,Central
AL02 - GALPÃO,,225679,ARO  20 x 7.5 (Un),,Central
AL08 - PROJETOS,,224581,CORREIA TRANSP. HORIZONTAL C/ TALISCAS U 1 27000 X 480MM (Un),,Central
AL08 - PROJETOS,,224584,CORREIA TRANSP. ELEVATÓRIA C/ TALISCAS RETAS 5.300 X 480mm C/ talisca e borda (Un),,Central
AL04 - CHA,,120923,"CHAPA GQ 5/8 (15,8) A36/CIVIL300 (KG)",,Central
NÃO EXISTE - NÃO EXISTE,,299010,CARDAN REF. CC,,Central
AL08 - PROJETOS,,299960,CARDAN REF. CC,,Central
AL01 - EST,B03,200404,KIT ACESSÓRIOS MULTI,,Central
AL01 - EST,CH,288205,ROLAMENTO YAR 204,,Central
AL01 - EST,CH,288767,ROLAMENTO REF 6302 (Un),,Central
AL01 - EST,CH,288208,ROLAMENTO YAR 206,,Central
