Códigos,Item,Local,Célula,Posição,Cod. Localização,Saldo,almoxarifado
700171,SUPORTE P/ PAPEL TOALHA (Un),AL01,COR,J,AL01-COR-J,4,Central 
700316,VEJA MULTI USO 500ML (Un),AL01,COR,J,AL01-COR-J,0,Central 
700276,SACO PARA LIXO COM 100LTS (Un),AL01,COR,J,AL01-COR-J,8,Central 
700015,PANO DE CHÃO ALVEJADO (Un),AL01,COR,J,AL01-COR-J,0,Central 
700452,,AL01,COR,J,AL01-COR-J,0,Central 
700208,SACO PARA LIXO COM 40LTS (Un),AL01,COR,J,AL01-COR-J,399,Central 
700207,SACO PARA LIXO COM 20LTS (Un),AL01,COR,J,AL01-COR-J,100,Central 
701010,PULVERIZADOR MULTIUSO 500ML (Un),AL01,COR,J,AL01-COR-J,73,Central 
717012,PAPEL HIGIÊNICO C/ 300M (Un),AL01,COR,J,AL01-COR-J,176,Central 
717017,PAPEL TOALHA BRANCO C/2400 F. (Un),AL01,COR,J,AL01-COR-J,2,Central 
717113,PAPEL HIGIENICO PERFUMADO (Un),AL01,COR,J,AL01-COR-J,0,Central 
717022,VASSOURA DE NYLON Nº 5,AL01,COR,J,AL01-COR-J,13,Central 
717034,SABÃO EM PÓ (KG),AL01,COR,J,AL01-COR-J,10,Central 
700214,PORTA PAPEL HIGIENICO P/ RL 400MT (Un),AL01,COR,J,AL01-COR-J,3,Central 
717024,POLIDOR DE ALUMINIO LIMPA FACIL 500ml (Un),AL01,COR,J,AL01-COR-J,12,Central 
700455,ALCOOL ISOPROPÍLICO 1000ML (L),AL01,COR,J,AL01-COR-J,4,Central 
700332,MOP PO REFIL 40X12 (Un),AL01,COR,J,AL01-COR-J,0,Central 
504299,PANO DE LIMPEZA (Un),AL01,COR,J,AL01-COR-J,0,Central 
760010,DETERGENTE LÍQUIDO PERFUMADO (L),AL01,COR,J,AL01-COR-J,55,Central 
760006,DESINFETANTE PERFUMADO (L),AL01,COR,J,AL01-COR-J,135,Central 
760002,ÁGUA SANITÁRIA (L),AL01,COR,J,AL01-COR-J,45,Central 
700456,ALCOOL GEL 70º 1000ML (L),AL01,COR,J,AL01-COR-J,150,Central 
700258,PÁ PARA LIXO CABO LONGO PLASTICO (Un),AL01,COR,J,AL01-COR-J,0,Central 
717083,VASSOURÃO GARY PIAÇAVA (Un),AL01,COR,J,AL01-COR-J,0,Central 
700263,RODO PLASTICO 40CM (Un),AL01,COR,J,AL01-COR-J,5,Central 
316404,PREGO DE 2 X10 C/CAB (KG),AL01,COR,I,AL01-COR-I,15,Central 
316313,PREGO DE 1.1/2X12 C/CAB (KG),AL01,COR,I,AL01-COR-I,10,Central 
316405,PREGO DE 3 X8 C/CAB (KG),AL01,COR,I,AL01-COR-I,11,Central 
316209,PREGO DE 1 X15 C/CAB (KG),AL01,COR,I,AL01-COR-I,1,Central 
316167,PREGO DE 3/4X17 (ITA) C/CAB,AL01,COR,I,AL01-COR-I,0,Central 
316453,PREGO DE 2 X12 C/CAB (KG),AL01,COR,I,AL01-COR-I,5,Central 
316301,PREGO DE 2.1/2X10 C/CAB (KG),AL01,COR,I,AL01-COR-I,0,Central 
316258,PREGO DE 1.1/2X15 C/CAB (KG),AL01,COR,I,AL01-COR-I,1,Central 
316465,"PREGO ARDOX C/ CAB. 2.1/2"" X 10 (KG)",AL01,COR,I,AL01-COR-I,5,Central 
238405,MOLA DA TRAVA DA CBHM (Un),AL01,COR,I,AL01-COR-I,1830,Central 
238406,MOLA - COMPL GUIA DO ÊMBOLO - CARR MELÃO 025086 (Un),AL01,COR,I,AL01-COR-I,206,Central 
238260,MOLA TRAVA IÇAM. FA/FP/C (Un),AL01,COR,I,AL01-COR-I,605,Central 
289231,ROLAMENTO 32207 SPZ/ZWZ/GBR/1ª L (Un),AL01,COR,H11,AL01-COR-H11,43,Central 
288986,ROLAMENTO 30207 SPZ/ZWZ/GBR/1ª L (Un),AL01,COR,H21,AL01-COR-H21,496,Central 
289206,ROLAMENTO 30210 SPZ/ZWZ/GBR/1ª L (Un),AL01,COR,H31,AL01-COR-H31,415,Central 
289206,ROLAMENTO 30210 SPZ/ZWZ/GBR/1ª L (Un),AL01,COR,H41,AL01-COR-H41,415,Central 
289220,ROLAMENTO 33210 SPZ/ZWZ/GBR/1ª L (Un),AL01,COR,H12,AL01-COR-H12,99,Central 
289024,ROLAMENTO 30208 SPZ/ZWZ/GBR/1ª L (Un),AL01,COR,H22,AL01-COR-H22,515,Central 
289024,ROLAMENTO 30208 SPZ/ZWZ/GBR/1ª L (Un),AL01,COR,H32,AL01-COR-H32,515,Central 
284245,RETENTOR REF 00517 BR (AR-5346) (Un),AL01,COR,H42,AL01-COR-H42,65,Central 
284191,RETENTOR REF 1707 BR (AR-5045) (Un),AL01,COR,H13,AL01-COR-H13,400,Central 
288603,ROLAMENTO 30206 SPZ/ZWZ/GBR/1ªL (Un),AL01,COR,H23,AL01-COR-H23,525,Central 
284210,RETENTOR REF 1552 BR (AR-5363) (Un),AL01,COR,H33,AL01-COR-H33,600,Central 
260826,BUCHA FLUTUANTE PARA FEIXE DE MOLAS (Un),AL01,COR,H43,AL01-COR-H43,1150,Central 
289269,ROLAMENTO REF. 32214 1º LINHA (Un),AL01,COR,H14,AL01-COR-H14,87,Central 
289269,ROLAMENTO REF. 32214 1º LINHA (Un),AL01,COR,H24,AL01-COR-H24,87,Central 
284282,RETENTOR REF 00793 BA (AR-5006) (Un),AL01,COR,H34,AL01-COR-H34,1985,Central 
284282,RETENTOR REF 00793 BA (AR-5006) (Un),AL01,COR,H44,AL01-COR-H44,1985,Central 
110437,CHUMBO LINGOTE PURO MOLE,AL01,COR,HCH,AL01-COR-HCH,180,Central 
272401,"PORCA CAST. DE 1"" UNS-14 FIOS ZB (Un)",AL01,COR,G11,AL01-COR-G11,950,Central 
-0,,AL01,COR,G21,AL01-COR-G21,0,Central 
272504,PORCA CAST 1.1/2 S/COROA - UNC ZB (Un),AL01,COR,G31,AL01-COR-G31,505,Central 
272504,PORCA CAST 1.1/2 S/COROA - UNC ZB (Un),AL01,COR,G41,AL01-COR-G41,505,Central 
274033,"PORCA CAST. DE 7/8"" UNF ZB (Un)",AL01,COR,G12,AL01-COR-G12,150,Central 
279158,PORCA SEX 1 UNC (Un),AL01,COR,G12,AL01-COR-G12,464,Central 
273405,"PORCA CÔN. 1/2"" UNF - CH-13/16"" ZB (Un)",AL01,COR,G22,AL01-COR-G22,4600,Central 
273600,"PORCA CON. 5/8"" UNF CH-1.1/16"" ZB (Un)",AL01,COR,G32,AL01-COR-G32,1000,Central 
273600,"PORCA CON. 5/8"" UNF CH-1.1/16"" ZB (Un)",AL01,COR,G42,AL01-COR-G42,1000,Central 
274409,"PORCA SEX 1/4"" UNC ZB (Un)",AL01,COR,G13,AL01-COR-G13,6190,Central 
275098,"PORCA A/T. NY 3/4"" ALTA UNF-ZB (Un)",AL01,COR,G13,AL01-COR-G13,500,Central 
274355,PORCA SEX 1/4 UNF (Un),AL01,COR,G13,AL01-COR-G13,377,Central 
501307,"PARAFUSO SEX 5/8 X 3.1/2"" UNC (Un",AL01,COR,G23,AL01-COR-G23,100,Central 
272403,"PORCA AC SX OSC C32/AA29 M22X1,50 CL10 CÓD. 79415 (7/8"" UNF) (Un)",AL01,COR,G23,AL01-COR-G23,26,Central 
274604,"PORCA SEX 3/8"" UNC ZB (Un)",AL01,COR,G23,AL01-COR-G23,2302,Central 
274203,"PORCA SEX 3/4"" UNC ZB (Un)",AL01,COR,G33,AL01-COR-G33,607,Central 
272152,"PORCA CAST. DE 3/4"" UNF ZB (Un)",AL01,COR,G43,AL01-COR-G43,2030,Central 
274306,"PORCA SEX 5/8"" UNC ZB (Un)",AL01,COR,G14,AL01-COR-G14,588,Central 
274288,"PORCA SEX 5/8"" UNF ZB (Un)",AL01,COR,G14,AL01-COR-G14,789,Central 
274124,PORCA SEX 1/2 UNC ZB (Un),AL01,COR,G24,AL01-COR-G24,3600,Central 
279419,"PORCA DUPLA DE 1/2"" UNF - ZB (Un)",AL01,COR,G34,AL01-COR-G34,1000,Central 
274252,"PORCA SEX 5/16"" UNC ZB (Un)",AL01,COR,G34,AL01-COR-G34,2900,Central 
274057,PORCA SEX 1/2 UNF ZB (Un),AL01,COR,G34,AL01-COR-G34,1000,Central 
274151,"PORCA SEXTAVADA 1.1/4"" UNF 8.8 (Un)",AL01,COR,G44,AL01-COR-G44,79,Central 
255454,"PARAF RODA MB (1.50) 10.9 22X89 ESPIRAL MBB CÓD. 812371 (7/8""X2.1/2"" UNF) (Un)",AL01,COR,F11,AL01-COR-F11,542,Central 
255464,"PARAF RODA 1/2 X 1.3/4"" CF. DES. (Un)",AL01,COR,F21,AL01-COR-F21,3300,Central 
255452,PARAF RODA 5/8-18Fx2.3/32 - 216R (Un),AL01,COR,F31,AL01-COR-F31,1200,Central 
255452,PARAF RODA 5/8-18Fx2.3/32 - 216R (Un),AL01,COR,F41,AL01-COR-F41,1200,Central 
258003,PARAF SEX 3/8 X 1.1/4 UNC ZB (Un),AL01,COR,F42,AL01-COR-F42,98,Central 
257645,"PARAF ALLEN 1/4 X 2"" NC C/CAB. (Un)",AL01,COR,F22,AL01-COR-F22,3660,Central 
257086,"PARAF ALLEN C/ CAB 1/4 X 5/8"" UNF (NÃO USAR, SUBSTITUÍDO.) (Un)",AL01,COR,F12,AL01-COR-F12,4717,Central 
258570,PARAF SEX 3/8 X 2 UNC (Un),AL01,COR,F12,AL01-COR-F12,220,Central 
256328,PARAF FRANC 5/16X1.1/2 C/PO.SX. (Un),AL01,COR,F32,AL01-COR-F32,2408,Central 
256328,PARAF FRANC 5/16X1.1/2 C/PO.SX. (Un),AL01,COR,F32,AL01-COR-F32,2408,Central 
256020,PARAF FRANC 1/2 X 1.1/2 GALV (Un),AL01,COR,F13,AL01-COR-F13,234,Central 
258416,PARAF SEX 5/16X 1.1/4 UNC (Un),AL01,COR,F13,AL01-COR-F13,2210,Central 
258090,PARAF SEX 5/16X 3/4 UNC ZB (Un),AL01,COR,F13,AL01-COR-F13,1512,Central 
260101,PARAF SEX 1/2 X 1.1/2 UNC ZB (Un),AL01,COR,F23,AL01-COR-F23,1700,Central 
258532,"PARAF SEX 1/2 X 2 "" UNC ZB (Un)",AL01,COR,F43,AL01-COR-F43,1550,Central 
258544,"PARAF SEX 1/2 X 3"" UNC ZB (Un)",AL01,COR,F14,AL01-COR-F14,518,Central 
260988,PARAF SEX 5/8 X 1.3/4 UNC ZB (Un),AL01,COR,F24,AL01-COR-F24,464,Central 
258210,PARAF SEX 3/4 X 1.1/2 UNC ZB (Un),AL01,COR,F34,AL01-COR-F34,324,Central 
256808,PARAF FRANC 3/8 X 1 (Un),AL01,COR,F34,AL01-COR-F34,397,Central 
256161,"PARAF FRANC 3/8 X 2"" (Un)",AL01,COR,F44,AL01-COR-F44,1243,Central 
222058,"GRAMPO 1/2""x55x155-B P/ FXS. (Un)",AL01,COR,E11,AL01-COR-E11,7499,Central 
222058,"GRAMPO 1/2""x55x155-B P/ FXS. (Un)",AL01,COR,E21,AL01-COR-E21,7499,Central 
222057,"GRAMPO 1/2""x55x110-B P/ FXS. (Un)",AL01,COR,E31,AL01-COR-E31,308,Central 
222057,"GRAMPO 1/2""x55x110-B P/ FXS. (Un)",AL01,COR,E41,AL01-COR-E41,308,Central 
260836,PARAF SEX 1/2 X 2.1/4 8.8UNC ZB (Un),AL01,COR,E12,AL01-COR-E12,391,Central 
260137,PARAF SEX 5/8 X 2.1/4 UNC (Un),AL01,COR,E22,AL01-COR-E22,355,Central 
260629,PARAF SEX 5/8 X1.1/2 8.8 NC ZB (Un),AL01,COR,E22,AL01-COR-E22,306,Central 
260400,PARAF SEX 5/8 X 1.3/4 8.8UNF ZB (Un),AL01,COR,E22,AL01-COR-E22,52,Central 
258820,"PARAF SEX 1/2"" X 4.1/2"" 8.8 UNF (Un)",AL01,COR,E32,AL01-COR-E32,50,Central 
260824,PARAF SEX 5/8 X 2.1/2 UNC (Un),AL01,COR,E32,AL01-COR-E32,284,Central 
258192,PARAF SEX 3/4 X 2 8.8 UNF ZB (Un),AL01,COR,E42,AL01-COR-E42,598,Central 
260484,PARAF SEX 1/2 X 1.1/4 UNC (Un),AL01,COR,E13,AL01-COR-E13,1085,Central 
258155,PARAF SEX 1/2 X 3.1/2 UNC ZB (Un),AL01,COR,E23,AL01-COR-E23,142,Central 
258155,PARAF SEX 1/2 X 3.1/2 UNC ZB (Un),AL01,COR,E33,AL01-COR-E33,142,Central 
258910,PARAF SEX 3/4 X 3 UNC ZB (Un),AL01,COR,E43,AL01-COR-E43,492,Central 
258234,PARAF SEX 3/4 X 2 UNC ZB (Un),AL01,COR,E14,AL01-COR-E14,1754,Central 
258234,PARAF SEX 3/4 X 2 UNC ZB (Un),AL01,COR,E24,AL01-COR-E24,1754,Central 
258236,"PARAFUSO SEXTAVADO 3/4"" X 2.1/2"" UNC (Un)",AL01,COR,E34,AL01-COR-E34,860,Central 
258236,"PARAFUSO SEXTAVADO 3/4"" X 2.1/2"" UNC (Un)",AL01,COR,E44,AL01-COR-E44,860,Central 
226105,CORRENTE ELO 3/16 F. POLIDO (KG),AL01,COR,ECH,AL01-COR-ECH,125,Central 
212095,"ARRUELA LISA 1"" CH 3/16"" (Un)",AL01,COR,D11,AL01-COR-D11,1914,Central 
212092,"ARRUELA LISA 1/2"" CHAPA 1/8"" ZB OU ZA (Un)",AL01,COR,D21,AL01-COR-D21,2100,Central 
212093,"ARRUELA LISA 3/4"" CHAPA 3,75MM (Un)",AL01,COR,D31,AL01-COR-D31,550,Central 
212093,"ARRUELA LISA 3/4"" CHAPA 3,75MM (Un)",AL01,COR,D41,AL01-COR-D41,550,Central 
212099,"ARRUELA LISA 1/2"" ZB CHANFRA. # 1/8"" (Un)",AL01,COR,D12,AL01-COR-D12,2500,Central 
212102,"ARRUELA LISA 1.1/4"" GALV. 1/8"" ESPESSURA (Un)",AL01,COR,D12,AL01-COR-D12,300,Central 
212028,"ARRUELA LISA 7/8"" (Un)",AL01,COR,D12,AL01-COR-D12,400,Central 
212097,"ARRUELA LISA 5/8"" GALV # 1/8"" (Un)",AL01,COR,D22,AL01-COR-D22,440,Central 
212091,"ARRUELA LISA 3/8"" ZB CHAPA 1,5MM (Un)",AL01,COR,D22,AL01-COR-D22,1220,Central 
212300,"ARRUELA LISA 27MM POL. CHAPA 3/16"" (Un)",AL01,COR,D32,AL01-COR-D32,2100,Central 
212098,"ARRUELA LISA 1/4"" GALV (Un)",AL01,COR,D42,AL01-COR-D42,1040,Central 
212096,"ARRUELA LISA ZB 5/16"" EXP. 1,5 MM (Un)",AL01,COR,D42,AL01-COR-D42,3400,Central 
212507,"ARR. DE PRES. MÉDIA - ZB 1/4"" (Un)",AL01,COR,D13,AL01-COR-D13,1840,Central 
212600,"ARR. DE PRES. MÉDIA - ZB 3/8"" (Un)",AL01,COR,D13,AL01-COR-D13,0,Central 
212246,"ARR. DE PRES. MÉDIA - ZB 1"" (Un)",AL01,COR,D13,AL01-COR-D13,146,Central 
212258,"ARR. DE PRES. MÉDIA - ZB 3/4"" (Un)",AL01,COR,D23,AL01-COR-D23,1100,Central 
212350,"ARR. DE PRES. MÉDIA - ZB 5/16"" (Un)",AL01,COR,D23,AL01-COR-D23,2500,Central 
212301,"ARR. DE PRES. MÉDIA - ZB 1/2"" (Un)",AL01,COR,D33,AL01-COR-D33,3000,Central 
212404,"ARR. DE PRES. MÉDIA - ZB 5/8"" (Un)",AL01,COR,D43,AL01-COR-D43,1808,Central 
222326,PINO ELÁSTICO 4 X 26MM (Un),AL01,COR,D14,AL01-COR-D14,350,Central 
282005,REBITE DE ALUMINIO 4X5 (Un),AL01,COR,D14,AL01-COR-D14,80,Central 
234205,GRAXEIRO 1/4 UNF RETO (Un),AL01,COR,D14,AL01-COR-D14,2700,Central 
234151,GRAXEIRO 1/8 NPT RETO (Un),AL01,COR,D14,AL01-COR-D14,100,Central 
222217,"PINO TRAVA BUSSAL 3/8 X 2.1/4"" C/ARGOLA (Un)",AL01,COR,D24,AL01-COR-D24,83,Central 
222100,CONTRA PINO 5/32 X 1.1/2 (Un),AL01,COR,D24,AL01-COR-D24,2000,Central 
232300,"GRAMPO P/ CABO DE ACO 3/16"" (Un)",AL01,COR,D24,AL01-COR-D24,100,Central 
222148,CONTRA PINO 3/16 X 1.1/2 (Un),AL01,COR,D34,AL01-COR-D34,4650,Central 
222252,CONTRA PINO 3/16 X 2 (Un),AL01,COR,D34,AL01-COR-D34,2000,Central 
222150,CONTRA PINO 1/4 X 2.1/2 (Un),AL01,COR,D34,AL01-COR-D34,3210,Central 
222197,CONTRA PINO 1/8 X 1 (Un),AL01,COR,D44,AL01-COR-D44,1700,Central 
222859,CONTRA PINO 3/16 X 3 (Un),AL01,COR,D44,AL01-COR-D44,2450,Central 
497990,FIVELA P/ FITA PLASTICA AB 12X28 (Un),AL01,COR,C11,AL01-COR-C11,3000,Central 
497848,FITA PLAST. P/EMB. LARG. 10mm. (Un),AL01,COR,C11,AL01-COR-C11,3,Central 
314626,ELETRODO 1/8 E 7018 (KG),AL01,COR,C21,AL01-COR-C21,45,Central 
314018,ELETRODO 1/8 E 6010 (KG),AL01,COR,C31,AL01-COR-C31,22,Central 
-0,,AL01,COR,C41,AL01-COR-C41,0,Central 
213356,"ADAPTADOR SIMPLES RANHURA DUPLA 2"" (Un)",AL01,COR,C12,AL01-COR-C12,10,Central 
213355,"COTOVELO 90° FG 2"" (Un)",AL01,COR,C12,AL01-COR-C12,5,Central 
240473,TERMINAL MACHO - CIL. CBH's (Un),AL01,COR,C22,AL01-COR-C22,455,Central 
222356,"GRAMPO R 4,5 X 80 ZB (Un)",AL01,COR,C32,AL01-COR-C32,1700,Central 
222356,"GRAMPO R 4,5 X 80 ZB (Un)",AL01,COR,C42,AL01-COR-C42,1700,Central 
240084,TEE C/PORCA ANILHA 3/4 16F UNF (Un),AL01,COR,C13,AL01-COR-C13,421,Central 
240461,"ADAPTADOR 3/4""-16 PTT-30° (Un)",AL01,COR,C13,AL01-COR-C13,78,Central 
240590,"ADAPT. 1/2"" NPTF X 3/4-16-PTT-30° (Un)",AL01,COR,C23,AL01-COR-C23,800,Central 
298876,"MACHO ENG RÁPIDO DE 1/2"" C/PROTETOR (Un)",AL01,COR,C33,AL01-COR-C33,680,Central 
-0,,AL01,COR,C43,AL01-COR-C43,0,Central 
213602,ABRACADEIRA P/ MANGOTE MS 5462 (Un),AL01,COR,C14,AL01-COR-C14,142,Central 
292254,"VALVULA DE GAVETA 2"" (Un)",AL01,COR,C24,AL01-COR-C24,18,Central 
292205,"VALVULA DE GAVETA 1.1/2"" (Un)",AL01,COR,C24,AL01-COR-C24,10,Central 
292023,"LUVA SIMPLES GALV 2"" BSP (Un)",AL01,COR,C34,AL01-COR-C34,29,Central 
292242,"TAMPAO PVC 2"" (Un)",AL01,COR,C34,AL01-COR-C34,0,Central 
240462,CAPS DE VINIL DMPC 0740-1A (Un),AL01,COR,C44,AL01-COR-C44,1200,Central 
209911,ENGATE RÁPIDO C2 COM ESCAMA 050030005 (Un),AL01,COR,C44,AL01-COR-C44,9,Central 
222185,"PINO TRAVA C/ ARG. 3/8"" X 2"" - ZA. (Un)",AL01,COR,CCH,AL01-COR-CCH,2300,Central 
647433,"SERRA EM FITA PB - 1"" 4-6 VPR (Un)",AL01,COR,B12,AL01-COR-B12,32,Central 
649259,"DISCO DE LIXA G-36 7"" (Un)",AL01,COR,B21,AL01-COR-B21,790,Central 
700043,VASELINA PASTOSA (KG),AL01,COR,B31,AL01-COR-B31,0,Central 
717060,VASSOURINHA DE PIACAVA (Un),AL01,COR,B31,AL01-COR-B31,11,Central 
300039,SUPORTE P/ ARAME MIG (Un),AL01,COR,B41,AL01-COR-B41,5,Central 
500004,"SUPORTE BORRACHA CINZA 7"" MAX (DISCO) (Un)",AL01,COR,B41,AL01-COR-B41,0,Central 
500460,MARTELO BORRACHA 80MM (Un),AL01,COR,B41,AL01-COR-B41,0,Central 
649351,ESC. DE ACO 1777 P/SOLDADOR (Un),AL01,COR,B41,AL01-COR-B41,16,Central 
647471,"SERRA EM FITA PB II - 27- 3-4 C/ 3,66M (Un)",AL01,COR,B11,AL01-COR-B11,16,Central 
649860,LIXA D'AGUA G-400 (Un),AL01,COR,B22,AL01-COR-B22,252,Central 
649304,"DISCO P/ POLICORTE 1/8 X 7"" (Un)",AL01,COR,B22,AL01-COR-B22,8,Central 
649302,"DISCO P/ POLICORTE 1/8 X 10"" (Un)",AL01,COR,B22,AL01-COR-B22,8,Central 
703059,"TRINCHA - TIGRE 572 - 3"" (Un)",AL01,COR,B32,AL01-COR-B32,6,Central 
703041,"TRINCHA - TIGRE 572 - 1.1/2"" (Un)",AL01,COR,B32,AL01-COR-B32,0,Central 
703040,"TRINCHA - TIGRE 572 - 1"" (Un)",AL01,COR,B32,AL01-COR-B32,5,Central 
649740,LIXA DE PANO P/ FERRO G-60 (Un),AL01,COR,B42,AL01-COR-B42,19,Central 
649727,LIXA DE PANO P/ FERRO G-100 (Un),AL01,COR,B42,AL01-COR-B42,64,Central 
649764,LIXA DE PANO P/ FERRO G-220 (Un),AL01,COR,B42,AL01-COR-B42,100,Central 
299534,"LONA DE FREIO MOLDADA 1/4X2"" (M)",AL01,COR,B13,AL01-COR-B13,325,Central 
350254,MASSA PLASTICA C/DILUENTE (Un),AL01,COR,B23,AL01-COR-B23,5,Central 
649280,"DISCO FLAP 4"" G-60 (Un)",AL01,COR,B23,AL01-COR-B23,41,Central 
600352,"DISCO DE DESBASTE 4.1/2"" (Un)",AL01,COR,B33,AL01-COR-B33,53,Central 
649913,DISCO DE LIXA HOOKIT G-220 (Un),AL01,COR,B33,AL01-COR-B33,100,Central 
649305,"DISCO P/ POLICORTE 1MM X 4.1/2"" P/ INOX (Un)",AL01,COR,B33,AL01-COR-B33,263,Central 
533786,FITA ISOLANTE 19MM X 20M PRET,AL01,COR,B43,AL01-COR-B43,1,Central 
533701,FITA TEFLON 3/4 x 50 Mts (Un),AL01,COR,B43,AL01-COR-B43,1,Central 
649272,"DISCO DE DESBASTE 1/4 x 7 x 7/8"" (Un)",AL01,COR,B14,AL01-COR-B14,73,Central 
649910,"DISCO DE LIXA 4.1/2"" G-36 (Un)",AL01,COR,B14,AL01-COR-B14,190,Central 
318723,TINTA P/SERIGRAFIA SINT. BRANCO (L),AL01,COR,B24,AL01-COR-B24,"23,4",Central 
649911,DISCO DE LIXA HOOKIT G-80 (Un),AL01,COR,B24,AL01-COR-B24,400,Central 
649916,"DISCO DE LIXA 7"" G-60 (Un)",AL01,COR,B34,AL01-COR-B34,40,Central 
282169,REBITE DE ALUMINIO 6X12 (Un),AL01,COR,B34,AL01-COR-B34,1998,Central 
266176,PLACA DE IDENT. CEMAG (Un),AL01,COR,B44,AL01-COR-B44,2199,Central 
802013,GRAXA LUBRIFICANTE (KG),AL01,COR,BCH,AL01-COR-BCH,342,Central 
643427,INSERTO PASTILHA ROSCA EXT RT16.01W-60P YBG201 (Un),AL01,GAV,GT01,AL01-GAV-GT01,20,Central 
650090,#N/A,AL01,GAV,GT01,AL01-GAV-GT01,10,Central 
650091,#N/A,AL01,GAV,GT01,AL01-GAV-GT01,0,Central 
648385,#N/A,AL01,GAV,GT01,AL01-GAV-GT01,10,Central 
649654,#N/A,AL01,GAV,GT01,AL01-GAV-GT01,0,Central 
649044,INS INT 16 IR 6 STACME TT7010 (Un),AL01,GAV,GT01,AL01-GAV-GT01,5,Central 
649043,#N/A,AL01,GAV,GT01,AL01-GAV-GT01,0,Central 
949042,#N/A,AL01,GAV,GT01,AL01-GAV-GT01,0,Central 
649035,INS 22 E R M  - N 60 - IC 250 (Un),AL01,GAV,GT01,AL01-GAV-GT01,15,Central 
643428,INSERTO PASTILHA ROSCA INT LT22.01W-60P YBG201 (Un),AL01,GAV,GT01,AL01-GAV-GT01,50,Central 
648373,INS SDMT 09.03.08 KC725M (Un),AL01,GAV,GT02,AL01-GAV-GT02,10,Central 
648607,INS CNMA 12.04.04 IC 428 (Un),AL02,GAV,GT03,AL02-GAV-GT03,7,Central 
648375,INS SNGX 13.06.08 - M TT 9080 (Un),AL01,GAV,GT02,AL01-GAV-GT02,10,Central 
648374,INS SPMT 12.04.08 D-51 WSM 25 (Un),AL01,GAV,GT02,AL01-GAV-GT02,25,Central 
650505,INS XCMT 08.03.04 MF IC908 (Un),AL01,GAV,GT02,AL01-GAV-GT02,10,Central 
648671,INS SNMG 12.04.08 TF - IC 9250 (Un),AL01,GAV,GT02,AL01-GAV-GT02,10,Central 
643429,INSERTO PASTILHA TCMT 090204 (Un),AL01,GAV,GT03,AL01-GAV-GT03,10,Central 
650175,INS WNMG 08.04.08 WT TT3500 (Un),AL01,GAV,GT03,AL01-GAV-GT03,35,Central 
650094,PASTILHA TNMG 16.04.04E FM T9325 (Un),AL01,GAV,GT03,AL01-GAV-GT03,30,Central 
648386,PASTILHA TNMG 16.04.04 EL - SIT9325 (Un),AL01,GAV,GT03,AL01-GAV-GT03,9,Central 
650093,#N/A,AL01,GAV,GT03,AL01-GAV-GT03,50,Central 
600559,CALÇO 170.3-852 TNMG 16 (Un),AL01,GAV,GT03,AL01-GAV-GT03,11,Central 
600562,ACESSORIO 50L12 - RH36 COMPLETO (Un),AL01,GAV,GT03,AL01-GAV-GT03,1,Central 
648713,INS GIPI 2.50-0.20 (Un),AL01,GAV,GT04,AL01-GAV-GT04,10,Central 
649971,INS VBMT 16.04.08 - MT TT 3500 (Un),AL01,GAV,GT04,AL01-GAV-GT04,10,Central 
650161,INS DNMG 15.06.08 MT TT8125 (Un),AL01,GAV,GT04,AL01-GAV-GT04,10,Central 
658369,#N/A,AL01,GAV,GT04,AL01-GAV-GT04,0,Central 
649655,INSERTO MGMN 400 RWM215 (Un),AL01,GAV,GT04,AL01-GAV-GT04,20,Central 
650303,INS TDT 1.30- TT7220 (Un),AL01,GAV,GT04,AL01-GAV-GT04,10,Central 
600503,INS PASTILHA APPT1604PDSRGD KCPK30 (Un),AL01,GAV,GT04,AL01-GAV-GT04,0,Central 
645461,MACHO  1/8 NPT OSG - ANSI-108A (Un),AL01,GAV,GT05,AL01-GAV-GT05,4,Central 
645309,MACHO OSG 3/8 UNF 100B DIN351 (Un),AL01,GAV,GT05,AL01-GAV-GT05,2,Central 
645057,MACHO 3/8 UNF DIN2182-281/2 OX (Un),AL01,GAV,GT05,AL01-GAV-GT05,1,Central 
645308,#N/A,AL01,GAV,GT05,AL01-GAV-GT05,0,Central 
645260,MACHO MÁQ 3/4 UNC DIN2182-280/2 (Un),AL01,GAV,GT05,AL01-GAV-GT05,2,Central 
645078,MACHO 1/2 UNC 2183-285/1 P HELIC (Un),AL01,GAV,GT05,AL01-GAV-GT05,1,Central 
645175,MACHO 1/2 UNC DIN-2183-285/2 OX (Un),AL01,GAV,GT05,AL01-GAV-GT05,2,Central 
645010,#N/A,AL01,GAV,GT05,AL01-GAV-GT05,0,Central 
645102,MACHO OSG 1/4 UNF 100B DIN351 (Un),AL01,GAV,GT05,AL01-GAV-GT05,1,Central 
645369,MACHO OSG 1/4 UNC 100C DIN351 (Un),AL01,GAV,GT05,AL01-GAV-GT05,2,Central 
645020,"MACHO SHT 5/8"" - 11 UNC 2B+0,2 HSS (Un)",AL01,GAV,GT05,AL01-GAV-GT05,1,Central 
645758,MACHO 1/2  BSP GG-MS - RETO (Un),AL01,GAV,GT05,AL01-GAV-GT05,1,Central 
645126,"MACHO 1/4""  BSP (Un)",AL01,GAV,GT05,AL01-GAV-GT05,2,Central 
645461,MACHO  1/8 NPT OSG - ANSI-108A (Un),AL01,GAV,GT06,AL01-GAV-GT06,4,Central 
